CustomerId,Geography,Gender,Age,Tenure,Balance,EstimatedSalary,NumOfProducts,Credit_Card_Status,Engagement_Status,Product_Depth_Segment,Customer_Risk_Segment,Retention_Priority_Segment,Relationship_Strength_Index,Relationship_Strength_Tier,Retention_Strength_Score,Retention_Strength_Tier,Churn_Status
15812497,Germany,Male,37,5,112146.12,75927.35,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15670205,Germany,Female,41,5,110624.99,89327.67,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15637788,France,Male,23,3,110203.77,95583.45,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15742378,Germany,Male,32,5,110029.77,56246.69,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15623791,Spain,Female,40,3,109740.62,141896.74,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15602354,Germany,Male,33,3,109341.87,75632.78,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15807889,Germany,Male,74,5,108891.7,10078.02,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15729279,France,Female,25,4,108691.95,63030.97,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15681928,France,Female,35,4,108155.49,105407.79,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15788539,France,Female,34,3,107747.57,9249.36,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15624293,France,Female,46,3,106511.85,55072.32,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15598157,France,Male,34,4,106328.08,88680.65,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15675675,France,Female,32,5,106290.64,121982.73,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15713532,Germany,Female,29,4,105957.44,15470.91,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15689294,Germany,Male,44,3,105934.96,82463.69,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15815428,France,Male,34,3,105057.33,9217.92,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15698732,Germany,Male,51,3,104677.09,74265.38,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15669219,Germany,Male,35,3,104356.38,94498.82,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15610271,Spain,Female,42,3,103210.27,31002.03,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15685019,France,Male,29,3,102787.42,55972.56,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15661528,Spain,Male,47,5,102562.23,92708.1,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15683892,Germany,Female,26,3,102395.79,119368.99,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15813439,France,Male,33,5,100116.82,34215.58,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15664881,France,Male,34,4,100054.77,109496.45,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15632050,France,Female,41,10,99786.2,86927.53,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15633834,Germany,Female,28,3,99705.69,146723.72,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15691723,Spain,Male,55,9,99685.06,114474.98,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15813163,Spain,Female,36,9,99240.51,123137.01,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15602405,Germany,Female,38,9,99167.54,65720.92,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15775709,France,Female,27,10,98590.25,30912.89,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15758013,France,Male,37,5,98400.61,25017.28,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15746986,Germany,Female,40,4,97990.49,106691.02,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15706464,Spain,Male,35,4,97585.32,57213.46,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15590966,Germany,Female,42,4,97495.8,2002.5,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15621093,Germany,Male,31,4,97338.19,48226.76,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15687492,Germany,Male,32,3,96709.07,41788.37,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15671148,Germany,Male,33,5,96341.0,108313.34,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15565796,Germany,Male,48,10,96048.55,74510.65,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15634245,Germany,Female,47,9,95523.16,73294.48,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15675320,Spain,Female,40,5,93499.82,123218.81,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15714750,France,Female,42,3,92578.14,70810.6,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15726032,France,Male,33,9,89968.69,68777.26,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15814022,France,Female,26,9,89928.99,46203.31,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15610781,France,Female,29,10,88378.6,88550.28,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15660833,Germany,Male,39,5,86350.87,105080.53,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15692577,Germany,Female,38,10,83727.68,45418.12,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15776921,Germany,Male,45,5,83624.55,36899.62,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15767781,France,Male,38,10,82697.28,74846.67,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15724890,Spain,Male,36,4,82696.09,83058.14,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15580146,France,Male,31,9,82674.15,41970.72,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15643121,Germany,Female,35,5,82453.96,18254.75,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15770185,France,Male,32,10,80728.15,86306.75,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15709487,Germany,Male,34,5,80242.37,56780.97,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15644882,Germany,Female,36,10,78249.53,136934.91,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15718673,Spain,Female,33,10,75592.43,62674.42,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15771997,France,Female,31,10,75499.24,22184.14,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15630661,Spain,Female,25,10,75212.28,58965.04,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15659486,Germany,Male,34,9,74309.81,15034.93,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15753719,Germany,Female,30,9,72392.41,77077.14,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15576313,Germany,Female,40,9,71340.09,76192.21,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15584704,France,Male,48,10,71083.98,137959.0,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15751524,Germany,Female,36,10,68806.84,33075.24,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15667417,France,Male,33,9,68193.72,19998.31,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15628170,Germany,Female,32,9,68067.24,143287.58,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15659105,France,Female,47,9,61196.54,58170.24,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15592300,Spain,Male,35,10,59408.63,76773.53,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15690620,France,Male,39,10,46323.57,136812.02,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,High Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15700772,France,Male,44,9,0.0,38433.35,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15633059,France,Male,34,9,0.0,6534.18,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15573152,France,Female,41,9,0.0,88852.47,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15566594,Spain,Male,23,10,0.0,129590.18,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15720893,Spain,Female,34,9,0.0,26057.08,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15604217,France,Male,34,9,0.0,14121.61,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15579062,France,Male,32,9,0.0,30807.02,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15599956,France,Male,27,10,0.0,13007.89,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15792649,Spain,Female,31,9,0.0,99294.22,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15569187,Spain,Male,35,9,0.0,143774.06,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15752953,France,Male,45,9,0.0,17622.82,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15655238,France,Female,31,9,0.0,41291.73,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15764237,Spain,Male,33,9,0.0,91514.62,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15713378,France,Male,38,10,0.0,53311.78,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15653696,France,Female,28,9,0.0,94141.75,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15719606,France,Male,50,9,0.0,37171.46,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15565806,France,Male,38,9,0.0,30583.95,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15658668,Spain,Male,49,10,0.0,41623.59,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15748673,France,Female,37,9,0.0,22710.72,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15809817,Spain,Male,43,10,0.0,53478.02,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15757588,France,Male,30,9,0.0,100995.68,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15585455,France,Male,28,9,0.0,32599.35,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15642709,France,Female,30,9,0.0,63158.22,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15670496,Spain,Female,27,9,0.0,108008.05,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15775206,France,Male,37,10,0.0,83263.04,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15579040,France,Female,46,10,0.0,109184.24,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15718588,France,Female,37,9,0.0,98029.58,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15700656,France,Male,32,9,0.0,65089.38,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15586699,France,Male,32,9,0.0,9751.03,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15706637,Spain,Male,40,9,0.0,121537.91,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15642336,France,Female,42,9,0.0,135630.32,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15595010,Spain,Female,39,9,0.0,99924.04,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15612418,France,Female,38,9,0.0,20940.76,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15688865,France,Female,35,9,0.0,25329.48,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15603082,France,Male,51,9,0.0,61961.57,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15783589,France,Male,40,9,0.0,93717.55,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15604732,France,Female,30,9,0.0,136356.97,2,No Credit Card,Inactive Member,Optimal Product Depth,Standard Monitoring,Low Priority,50,Weak Relationship,40.0,Weak Retention,Retained
15603554,France,Female,45,0,164649.52,49915.52,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,Already Churned,40,Weak Relationship,41.0,Weak Retention,Churned
15639077,France,Female,30,2,158584.82,142342.55,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,Already Churned,40,Weak Relationship,41.0,Weak Retention,Churned
15703793,Germany,Male,58,2,133745.44,28373.86,4,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,Already Churned,40,Weak Relationship,41.0,Weak Retention,Churned
15681007,France,Female,35,2,128548.49,75478.95,4,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,Already Churned,40,Weak Relationship,41.0,Weak Retention,Churned
15666548,Germany,Female,56,2,111920.13,197634.11,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,Already Churned,40,Weak Relationship,41.0,Weak Retention,Churned
15750335,Germany,Male,43,0,108508.82,184044.8,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,Already Churned,40,Weak Relationship,41.0,Weak Retention,Churned
15664555,France,Male,40,2,0.0,106174.7,4,No Credit Card,Active Member,High Product Load,High Product Load Risk,Already Churned,40,Weak Relationship,41.0,Weak Retention,Churned
15666711,France,Female,46,0,0.0,131553.82,3,No Credit Card,Active Member,High Product Load,High Product Load Risk,Already Churned,40,Weak Relationship,41.0,Weak Retention,Churned
15770474,France,Female,33,1,0.0,70221.13,3,No Credit Card,Active Member,High Product Load,High Product Load Risk,Already Churned,40,Weak Relationship,41.0,Weak Retention,Churned
15588859,Spain,Female,44,0,179356.28,2919.21,2,Has Credit Card,Inactive Member,Optimal Product Depth,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15605020,France,Male,45,2,165901.59,23054.51,2,Has Credit Card,Inactive Member,Optimal Product Depth,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15675854,Spain,Male,50,0,159304.07,155915.24,1,No Credit Card,Active Member,Single Product,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15744942,Spain,Female,55,2,155828.22,108987.25,1,No Credit Card,Active Member,Single Product,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15606397,Germany,Female,44,1,152086.15,44719.5,1,No Credit Card,Active Member,Single Product,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15696674,Germany,Female,45,2,150842.93,2319.96,1,No Credit Card,Active Member,Single Product,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15801904,Germany,Male,28,0,143988.0,8755.69,2,Has Credit Card,Inactive Member,Optimal Product Depth,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15761018,Germany,Male,50,2,143829.2,181224.24,2,Has Credit Card,Inactive Member,Optimal Product Depth,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15636330,Germany,Female,48,1,143279.58,31580.8,2,Has Credit Card,Inactive Member,Optimal Product Depth,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15690021,Germany,Female,42,0,132002.7,28204.98,1,No Credit Card,Active Member,Single Product,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15654859,Spain,Female,63,2,131629.17,122109.58,2,Has Credit Card,Inactive Member,Optimal Product Depth,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15581893,France,Male,43,1,130788.71,101495.0,1,No Credit Card,Active Member,Single Product,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15574830,Germany,Male,58,2,128137.42,147635.33,2,Has Credit Card,Inactive Member,Optimal Product Depth,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15800287,Spain,Female,46,2,127660.46,150156.82,2,Has Credit Card,Inactive Member,Optimal Product Depth,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15802071,Germany,Male,35,1,117458.51,178361.48,1,No Credit Card,Active Member,Single Product,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15666295,Germany,Male,50,1,113957.01,196526.55,2,Has Credit Card,Inactive Member,Optimal Product Depth,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15662884,Germany,Male,58,1,110597.76,160122.66,1,No Credit Card,Active Member,Single Product,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15710365,France,Male,50,0,104129.24,181794.86,2,Has Credit Card,Inactive Member,Optimal Product Depth,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15601787,Germany,Male,35,2,103711.56,192464.21,1,No Credit Card,Active Member,Single Product,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15747168,Germany,Female,47,2,103108.8,166475.44,1,No Credit Card,Active Member,Single Product,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15582892,France,Male,46,2,99786.07,32683.88,1,Has Credit Card,Active Member,Single Product,Standard Monitoring,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15657529,Germany,Male,53,1,99141.86,72496.05,1,Has Credit Card,Active Member,Single Product,Standard Monitoring,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15692291,Spain,Female,42,6,99056.22,154347.95,2,Has Credit Card,Inactive Member,Optimal Product Depth,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15736126,Germany,Male,55,0,98710.89,83617.17,1,Has Credit Card,Active Member,Single Product,Standard Monitoring,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15729489,Germany,Female,34,8,98592.88,191790.29,1,No Credit Card,Active Member,Single Product,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15789425,Germany,Female,37,8,98218.04,182354.46,2,Has Credit Card,Inactive Member,Optimal Product Depth,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15645511,Spain,Male,43,2,97403.18,107415.02,1,Has Credit Card,Active Member,Single Product,Standard Monitoring,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15601659,Germany,Female,59,7,91680.1,163141.18,2,Has Credit Card,Inactive Member,Optimal Product Depth,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15745605,France,Female,47,2,88011.4,90655.94,1,Has Credit Card,Active Member,Single Product,Standard Monitoring,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15775703,France,Male,26,2,71281.29,108747.12,1,Has Credit Card,Active Member,Single Product,Standard Monitoring,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15723950,Spain,Male,40,2,70291.02,115468.84,1,Has Credit Card,Active Member,Single Product,Standard Monitoring,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15727299,Spain,Male,62,1,64119.38,76569.64,1,Has Credit Card,Active Member,Single Product,Standard Monitoring,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15799358,France,Female,46,6,62212.29,171681.86,1,No Credit Card,Active Member,Single Product,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15747288,Spain,Female,40,6,61671.19,150659.35,1,No Credit Card,Active Member,Single Product,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15603749,France,Female,53,2,45472.28,41055.71,1,Has Credit Card,Active Member,Single Product,Standard Monitoring,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15800083,France,Male,45,8,24043.45,169781.45,1,No Credit Card,Active Member,Single Product,At-Risk Premium,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15774854,France,Male,54,8,0.0,28737.71,1,Has Credit Card,Active Member,Single Product,Standard Monitoring,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15792328,France,Male,39,6,0.0,56999.9,1,Has Credit Card,Active Member,Single Product,Standard Monitoring,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15685309,France,Female,35,7,0.0,49108.23,1,Has Credit Card,Active Member,Single Product,Standard Monitoring,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15739858,France,Male,56,7,0.0,142400.27,1,Has Credit Card,Active Member,Single Product,Standard Monitoring,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15603914,France,Male,40,6,0.0,20339.79,1,Has Credit Card,Active Member,Single Product,Standard Monitoring,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15690188,France,Male,33,7,0.0,58043.02,1,Has Credit Card,Active Member,Single Product,Standard Monitoring,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
15596984,France,Female,31,6,0.0,16447.6,1,Has Credit Card,Active Member,Single Product,Standard Monitoring,Already Churned,65,Moderate Relationship,41.0,Weak Retention,Churned
