CustomerId,Geography,Gender,Age,Tenure,Balance,EstimatedSalary,NumOfProducts,Credit_Card_Status,Engagement_Status,Product_Depth_Segment,Customer_Risk_Segment,Relationship_Strength_Index,Churn_Status
15629575,France,Male,36,2,148061.89,179128.69,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15775756,Germany,Male,33,8,148055.74,199203.21,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15781234,France,Female,35,2,147900.43,140000.29,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15666270,France,Female,40,2,147803.48,95181.06,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15618410,Germany,Male,26,7,147527.03,51099.56,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15692106,Spain,Female,25,3,147386.72,45482.04,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,45,Churned
15662736,France,Male,49,2,147069.78,120540.83,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15603247,Germany,Female,35,1,146781.24,189307.7,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15601274,Spain,Female,40,1,146502.07,19162.89,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15756425,France,Male,30,7,146301.31,96847.91,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15709447,France,Female,26,0,146286.22,105105.35,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15646276,France,Female,32,2,146033.62,191260.74,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15758692,France,Female,29,7,146011.4,50249.16,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15765402,France,Female,39,6,145644.05,104118.93,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15707567,Germany,Male,50,6,145338.76,91936.1,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15665238,Germany,Male,36,8,145071.24,6078.46,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15626147,France,Female,62,8,144976.5,175836.03,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15744843,Spain,Female,34,6,144855.34,196555.32,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15767231,France,Male,36,7,144852.06,130861.95,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15744553,France,Male,34,2,144318.97,112668.06,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15622658,France,Female,26,2,144258.52,49778.79,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15764448,Germany,Male,35,0,144037.6,145325.32,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15607314,Spain,Male,53,2,143923.96,2019.78,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15700627,Germany,Female,46,2,143500.82,166996.46,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15668323,France,Female,41,1,143443.61,196622.28,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15791131,Germany,Female,30,2,143340.44,145796.49,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15805260,Germany,Female,56,2,143249.67,88428.41,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15583863,Germany,Male,49,8,142946.18,187280.51,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15695280,Germany,Male,24,8,142755.25,34231.48,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15665579,France,Female,28,0,142705.95,127233.39,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15698902,Germany,Female,42,1,142703.4,86207.49,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15765857,Spain,Male,41,2,142412.13,28778.98,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15604130,Spain,Female,47,6,142319.03,100183.05,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15655339,France,Male,36,1,142120.91,79616.37,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15691287,Germany,Female,33,0,141816.25,64815.05,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15590676,France,Male,34,1,141796.43,45858.49,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15613216,Spain,Female,39,1,141789.15,92455.96,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15768104,Spain,Male,37,8,141541.25,66013.27,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15796114,France,Female,34,7,141525.55,9443.15,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15805303,Germany,Male,44,1,141136.62,189742.78,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15591986,Germany,Male,46,6,141078.37,34580.8,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15688612,France,Male,33,7,140956.99,3510.18,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15586264,France,Male,43,2,140431.98,26450.57,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15618562,Germany,Female,40,0,140306.38,160618.61,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15667751,Spain,Female,36,1,140137.15,194073.33,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15578825,France,Female,29,0,139994.66,17744.72,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15610930,Germany,Female,35,1,139979.07,185662.84,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15621520,Germany,Female,42,2,139707.28,2150.22,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15640034,France,Male,42,2,139561.46,43435.43,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15708139,France,Female,40,1,139532.34,181294.39,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15766683,Germany,Male,36,6,139422.37,83983.39,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15637977,Germany,Male,25,8,139330.1,54372.37,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15694408,France,Male,40,1,139290.41,182855.42,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15713463,Germany,Female,41,2,138881.04,129936.53,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15680449,Germany,Female,44,2,138843.7,37688.31,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15594041,Spain,Female,41,2,138734.94,90020.74,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15663489,Germany,Female,29,0,138577.34,193362.99,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15808386,Germany,Female,45,7,138523.2,59604.45,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15583371,Spain,Male,37,1,138207.08,60778.11,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15613326,France,Female,33,1,138162.81,85412.54,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15680234,Germany,Male,27,2,138032.15,166317.71,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15722993,France,Female,27,6,137963.07,8996.79,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15690130,France,Female,32,8,137649.47,198714.29,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15723894,France,Male,45,7,137555.44,124607.7,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15787907,Germany,Female,42,5,137227.04,149097.38,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,45,Churned
15802220,Spain,Male,35,6,137102.65,76870.81,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15679651,Spain,Female,37,1,136689.66,197890.65,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15693764,Spain,Male,52,0,136298.65,144593.3,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15769272,France,Female,26,6,136214.08,159742.33,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15583026,France,Female,38,0,135919.33,80425.65,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15723654,France,Male,25,2,135903.33,73656.38,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15646372,France,Female,66,1,135842.41,183840.51,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15721047,Germany,Male,37,1,135650.88,199428.19,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15669899,Germany,Female,45,7,135643.0,143619.52,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15602979,France,Male,29,1,135536.5,66825.33,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15623647,Spain,Female,36,1,135515.76,86013.96,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15797960,Germany,Female,59,0,135296.33,182822.5,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15812351,Spain,Female,27,2,135277.96,142200.15,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15791114,France,Male,37,1,135179.49,160670.37,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15769246,Germany,Male,59,2,135078.41,187636.06,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15639357,France,Male,46,9,134950.19,178587.36,3,No Credit Card,Inactive Member,High Product Load,At-Risk Premium,45,Churned
15724620,France,Male,37,1,134752.08,162511.55,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15571666,Germany,Male,30,8,134497.27,43250.54,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15758073,France,Female,20,7,134397.61,28029.54,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15794171,France,Female,45,0,134264.04,27822.99,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15708867,Spain,Female,38,3,134168.5,3966.5,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,45,Churned
15792986,Germany,Male,24,1,133811.78,17185.95,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15658929,Spain,Male,29,0,133702.89,55582.54,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15795290,France,Female,42,2,133616.39,28615.8,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15655410,Germany,Male,49,1,133384.66,102397.22,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15734649,Spain,Female,55,0,133295.98,22832.71,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15785559,France,Male,43,1,133237.21,111032.79,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15668248,Germany,Female,62,7,133201.17,168507.68,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15604706,Germany,Male,38,1,133105.47,105732.9,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15726046,France,Female,27,2,133009.51,126809.15,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15702377,Spain,Male,48,1,132759.8,78899.22,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15722701,Germany,Male,18,1,132694.73,167689.56,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15790782,Spain,Male,39,6,132628.98,38812.67,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15737452,Germany,Male,58,1,132602.88,5097.67,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15619529,Spain,Male,27,8,132576.25,7222.92,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15771417,France,Male,43,7,132412.38,69584.3,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15772482,Germany,Male,28,3,132405.52,104889.2,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,45,Churned
15682541,Spain,Female,36,6,132311.71,15462.84,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15572291,France,Male,40,6,132308.22,117122.5,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15670528,Germany,Male,43,0,132217.45,20955.03,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15773751,France,Female,29,1,132144.35,158086.33,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15732884,France,Male,29,7,131959.86,189268.81,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15655961,Germany,Male,27,1,131899.0,93302.29,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15707674,France,Female,58,2,131852.81,81436.68,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15593736,Germany,Female,46,7,131769.04,184980.23,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15655632,France,Male,27,2,131691.33,49480.66,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15656937,Spain,Male,26,1,131643.25,64436.16,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15617482,Germany,Female,52,1,131441.51,37240.11,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15579996,Germany,Female,25,7,131402.21,193668.49,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15711716,France,Female,56,1,131368.3,106918.67,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15770995,Germany,Female,47,1,131160.85,197444.69,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15593782,Germany,Female,38,5,130878.75,71905.77,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,45,Churned
15647898,Spain,Female,50,5,130554.51,184758.17,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,45,Churned
15586522,Spain,Male,37,2,130461.02,21967.15,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15778005,France,Female,39,1,130147.98,163798.41,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15593834,Spain,Male,36,7,129934.64,75664.56,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15726403,Germany,Male,41,1,129901.21,26025.6,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15667934,France,Male,36,0,129804.17,53020.9,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15688644,France,Male,31,1,129743.75,109145.2,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15681924,Germany,Male,38,2,129728.6,89289.54,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15731669,France,Male,39,2,129709.62,173197.12,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15624343,Spain,Female,50,7,129667.77,42028.16,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15798844,France,Male,54,7,128914.97,191746.23,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15610711,Germany,Female,40,8,128644.46,167673.37,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15702095,Spain,Female,56,1,128472.8,186476.91,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15591711,Spain,Male,38,0,128366.44,12796.43,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15730433,Germany,Female,38,1,128218.47,125953.83,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15807008,Germany,Female,35,6,128100.28,69454.24,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15645136,Spain,Male,30,1,128065.12,121525.48,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15612524,Germany,Male,41,2,127841.52,172363.41,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15580493,France,Male,33,1,127818.52,163477.22,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15773260,France,Female,32,0,127763.24,100717.54,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Retained
15597896,Germany,Male,30,0,127760.07,81537.85,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15651052,Germany,Male,46,2,127655.22,139994.68,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,45,Churned
15714241,Spain,Male,42,9,222267.63,101108.85,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15571958,Spain,Male,40,3,221532.8,171867.08,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15620268,Germany,Male,43,3,212696.32,115268.86,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15588670,Spain,Female,40,5,203715.15,179978.68,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15620570,France,Male,43,4,202443.47,72375.03,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15617065,Spain,Male,42,4,194532.66,171045.31,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15623314,Germany,Female,59,3,190353.08,78365.75,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15785373,Spain,Female,42,5,190305.78,99347.8,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15764922,Spain,Male,20,3,187294.46,103456.47,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15771668,France,Male,59,10,185966.64,9445.42,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15800524,Germany,Male,29,3,185379.02,64679.07,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15687477,Germany,Male,28,5,185013.02,16481.12,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15679297,Spain,Male,43,3,184926.61,122937.57,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15624793,Germany,Male,23,5,184244.86,103099.22,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15800793,Germany,Female,39,4,182491.57,185830.72,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15732740,Spain,Female,32,9,178095.55,47247.56,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15587535,Spain,Female,46,5,177619.71,54227.06,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15586680,France,Male,27,4,176913.52,80587.27,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15609824,France,Female,41,7,176845.41,166526.26,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,50,Churned
15627801,Spain,Male,33,3,176666.62,94670.77,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15791944,France,Male,32,7,175464.85,116442.42,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,50,Churned
15633141,Germany,Female,35,4,174902.26,69079.85,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15611905,Spain,Female,31,5,174853.46,84238.63,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15778696,Spain,Female,36,5,174180.39,119830.08,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15743817,Germany,Male,40,8,174126.75,172490.78,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,50,Churned
15761168,France,Female,38,4,171913.87,51820.87,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15724336,Germany,Female,49,5,171601.27,126223.84,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15648075,Germany,Female,47,5,170935.94,173179.79,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15586310,France,Male,30,4,169462.09,112187.11,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15751137,Germany,Female,36,3,169025.83,174235.06,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15681206,France,Female,49,3,168197.66,140765.57,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15811177,France,Female,31,3,167949.48,143162.34,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15619972,France,Female,47,9,167664.83,125440.11,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15633574,France,Female,41,4,167545.32,128246.81,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15728963,Germany,Female,51,10,167273.71,93439.75,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15655341,Spain,Female,35,5,166492.48,135287.74,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15757759,Spain,Female,28,7,165969.26,156122.13,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,50,Churned
15799859,France,Male,50,4,165438.26,120770.75,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15585985,France,Male,48,5,165282.42,153786.46,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15636624,Spain,Female,39,5,165272.13,14109.85,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15815271,Germany,Male,43,6,165048.5,16929.41,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,50,Churned
15743893,France,Male,42,3,164951.56,190531.77,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15764604,France,Female,35,7,164769.02,119814.25,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,50,Churned
15641733,France,Female,34,5,164757.56,110748.88,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15632118,Spain,Male,45,5,164450.94,141970.02,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15750049,France,Male,40,10,163823.37,89519.47,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15568088,Germany,Male,44,3,163714.52,96123.72,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15679249,Germany,Female,57,4,163146.46,169621.69,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15639946,Germany,Female,39,8,162532.14,36051.46,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,50,Churned
15639415,France,Male,35,3,162442.35,183566.78,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15565701,Spain,Female,39,9,161993.89,90212.38,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15625426,Germany,Female,55,3,161608.81,8080.85,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15711977,France,Male,36,4,161533.0,100940.91,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15705739,Germany,Male,32,5,159904.79,148811.14,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15619304,France,Female,42,8,159660.8,113931.57,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,50,Churned
15732268,France,Male,29,3,159597.45,39934.41,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15571586,Spain,Male,29,3,159035.45,2705.31,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15694601,France,Female,31,4,158978.79,12538.92,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15618258,Spain,Male,37,5,158024.38,81298.09,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15736990,France,Male,28,3,157842.07,86911.49,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15738884,Germany,Male,41,4,157777.58,67484.6,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15694444,Germany,Female,32,8,157138.99,190994.48,3,Has Credit Card,Inactive Member,High Product Load,At-Risk Premium,50,Churned
15660646,France,Male,35,3,156687.1,199320.77,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15615012,France,Male,23,5,156267.59,160968.44,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15747927,France,Male,26,4,155739.76,171552.02,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15670427,Spain,Male,37,4,155187.3,48930.8,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15712121,Spain,Male,34,5,154983.98,27738.01,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15580701,France,Male,33,3,153819.58,79176.09,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15689322,Spain,Male,31,3,153316.14,59927.99,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15576990,Germany,Female,25,5,152885.77,58214.79,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15653849,Germany,Female,48,3,152827.99,38411.79,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15754494,France,Female,33,4,152805.05,63239.65,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15734008,Germany,Male,59,5,152581.06,71830.1,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15701741,France,Female,39,3,152462.79,90305.97,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15667871,Spain,Male,35,4,152390.26,128123.66,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15628813,France,Female,43,4,152341.55,9241.78,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15737705,France,Female,27,4,152309.37,104112.0,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15768006,France,Male,34,3,152303.8,12128.69,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15714087,Germany,Female,45,5,151855.33,68794.15,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15610643,Germany,Male,44,3,151739.65,167461.5,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15617320,Spain,Female,46,3,151709.33,180736.24,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15720511,Germany,Male,41,3,151191.31,175295.89,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15714832,Germany,Male,36,9,150956.71,72350.17,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15710206,France,Female,39,4,150500.64,14928.8,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15711889,France,Male,42,3,150461.07,108139.23,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15575445,Spain,Male,41,10,150148.51,6936.27,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Retained
15600975,France,Female,54,4,150005.38,157015.5,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
15605059,Germany,Male,63,3,148843.56,69414.13,1,Has Credit Card,Inactive Member,Single Product,At-Risk Premium,50,Churned
