CustomerId,Relationship_Strength_Index,Retention_Strength_Score,Retention_Strength_Tier,Engagement_Status,Product_Depth_Segment,Customer_Risk_Segment,NumOfProducts,Balance,Exited,Churn_Status,Bubble_Size
15739972,55,47.0,Weak Retention,Inactive Member,High Product Load,At-Risk Premium,3,152367.21,1,Churned Customer,21
15730418,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15646632,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15794472,40,46.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15632345,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15643121,50,40.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,82453.96,0,Retained Customer,14
15579777,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15700325,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,92760.55,0,Retained Customer,7
15788494,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,145875.74,0,Retained Customer,7
15790810,80,47.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,76319.64,1,Churned Customer,7
15812482,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,139301.68,0,Retained Customer,7
15648136,60,54.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,152812.58,0,Retained Customer,7
15641595,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,97392.18,0,Retained Customer,14
15766427,60,39.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,97720.35,1,Churned Customer,14
15704340,60,44.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,104255.03,0,Retained Customer,7
15675337,80,47.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,106011.59,1,Churned Customer,7
15723671,60,44.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,100107.99,0,Retained Customer,7
15625964,40,36.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,153313.67,0,Retained Customer,7
15629390,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,135847.47,0,Retained Customer,7
15615473,35,44.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15665784,60,54.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,128940.24,0,Retained Customer,7
15677087,40,36.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,138106.75,0,Retained Customer,7
15579223,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,127406.5,0,Retained Customer,7
15606861,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15722813,50,40.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,125385.01,0,Retained Customer,7
15724663,40,46.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15759034,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,112262.84,0,Retained Customer,7
15793671,30,42.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,0.0,0,Retained Customer,7
15623346,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15584749,40,36.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,79896.0,0,Retained Customer,7
15795640,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,132371.3,0,Retained Customer,14
15714380,40,36.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15635277,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,142643.54,0,Retained Customer,7
15792668,75,35.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,109908.06,1,Churned Customer,14
15662021,35,44.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15732235,55,52.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,98848.19,0,Retained Customer,7
15727499,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,129118.5,0,Retained Customer,14
15766172,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,128743.55,0,Retained Customer,7
15783463,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15771299,65,51.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,92053.0,1,Churned Customer,7
15717328,70,43.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,132446.08,1,Churned Customer,14
15709741,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,107141.27,0,Retained Customer,7
15718588,50,40.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15674442,45,38.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,157761.56,0,Retained Customer,7
15639552,45,38.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,148897.02,0,Retained Customer,7
15750602,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,147092.65,0,Retained Customer,7
15647207,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15776629,40,46.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15744553,45,48.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,144318.97,0,Retained Customer,7
15586674,70,43.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,216109.88,1,Churned Customer,7
15666711,40,41.0,Weak Retention,Active Member,High Product Load,High Product Load Risk,3,0.0,1,Churned Customer,21
15724838,30,42.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,0.0,0,Retained Customer,7
15701037,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15648989,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,126872.6,0,Retained Customer,7
15762123,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15746199,65,41.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,0.0,1,Churned Customer,7
15656322,40,36.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,71843.15,0,Retained Customer,7
15782364,40,36.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,146408.68,0,Retained Customer,7
15756743,55,42.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,115895.42,0,Retained Customer,7
15728823,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15722692,50,40.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,116439.65,0,Retained Customer,7
15598157,50,40.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,106328.08,0,Retained Customer,7
15632185,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,82228.67,0,Retained Customer,14
15694143,40,36.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,0,Retained Customer,7
15625141,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15720636,70,43.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,143054.56,1,Churned Customer,7
15643916,75,45.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,62400.48,1,Churned Customer,7
15730590,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,115409.18,0,Retained Customer,14
15700801,60,49.0,Weak Retention,Active Member,High Product Load,High Product Load Risk,3,84445.68,1,Churned Customer,21
15764253,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,160485.16,0,Retained Customer,7
15590286,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,125879.29,0,Retained Customer,7
15792029,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15617331,80,47.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,109698.41,1,Churned Customer,7
15636407,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,127758.09,0,Retained Customer,7
15632576,40,36.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,93249.4,0,Retained Customer,7
15610912,55,42.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,112119.48,0,Retained Customer,7
15679307,45,48.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15710365,65,41.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,104129.24,1,Churned Customer,14
15756301,60,54.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,97325.15,0,Retained Customer,7
15792934,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15626135,45,48.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,165312.27,0,Retained Customer,7
15598259,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,98612.1,0,Retained Customer,7
15770405,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,125167.74,0,Retained Customer,7
15645029,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15734948,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15692110,35,44.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,0.0,0,Retained Customer,7
15693817,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15652401,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15719778,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15707242,40,36.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15581505,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15697360,55,37.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,79951.9,1,Churned Customer,7
15735636,75,45.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,121389.78,1,Churned Customer,7
15687492,50,40.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,96709.07,0,Retained Customer,14
15570895,60,54.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,163548.07,0,Retained Customer,7
15714575,75,35.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,107926.02,1,Churned Customer,7
15680112,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,131504.73,0,Retained Customer,7
15683118,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15791030,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,64900.32,0,Retained Customer,14
15697035,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15698872,35,44.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15725665,80,47.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,198546.1,1,Churned Customer,14
15715414,45,38.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,102895.1,0,Retained Customer,7
15731519,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15664270,50,45.0,Weak Retention,Inactive Member,High Product Load,At-Risk Premium,4,142084.04,1,Churned Customer,28
15586504,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15713637,45,48.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,117468.67,0,Retained Customer,7
15709604,45,48.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,107433.48,0,Retained Customer,7
15645136,45,48.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,128065.12,0,Retained Customer,7
15669219,50,40.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,104356.38,0,Retained Customer,7
15806808,50,35.0,Weak Retention,Inactive Member,High Product Load,High Product Load Risk,3,112281.6,1,Churned Customer,21
15786469,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15657535,70,43.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,0.0,1,Churned Customer,7
15665629,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15738835,65,46.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,101985.81,0,Retained Customer,14
15654183,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15783007,75,45.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,123086.39,1,Churned Customer,7
15814033,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15636395,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15658577,65,51.0,Weak Retention,Active Member,High Product Load,High Product Load Risk,3,99546.25,1,Churned Customer,21
15644212,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15758856,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15636634,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,79656.81,0,Retained Customer,7
15640667,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15698167,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,148298.59,0,Retained Customer,14
15713770,40,36.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,63873.56,0,Retained Customer,7
15786680,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15600832,40,36.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,0,Retained Customer,7
15802220,45,38.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,137102.65,0,Retained Customer,7
15594928,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,129055.13,0,Retained Customer,7
15712777,50,40.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,124976.19,0,Retained Customer,7
15772650,80,47.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,136576.02,1,Churned Customer,7
15758510,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15646351,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15634180,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,97268.1,0,Retained Customer,14
15652320,40,36.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15590327,60,54.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,166031.45,0,Retained Customer,7
15723950,65,41.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,70291.02,1,Churned Customer,7
15640377,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15717527,60,54.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,145359.99,0,Retained Customer,7
15663168,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,110934.54,0,Retained Customer,7
15651737,55,52.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,83325.77,0,Retained Customer,7
15694381,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,100654.8,0,Retained Customer,7
15785350,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,104744.89,0,Retained Customer,7
15608328,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15583392,55,47.0,Weak Retention,Inactive Member,High Product Load,At-Risk Premium,3,135776.36,1,Churned Customer,21
15770291,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15568885,55,42.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,102251.57,0,Retained Customer,7
15784890,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15565891,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15775206,50,40.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15649853,60,49.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,0.0,1,Churned Customer,7
15585379,45,48.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,111525.02,0,Retained Customer,7
15780142,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,100013.51,0,Retained Customer,7
15803840,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15652914,55,52.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15782100,60,54.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,66483.32,0,Retained Customer,7
15569945,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15657603,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,81684.97,0,Retained Customer,7
15781234,45,48.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,147900.43,0,Retained Customer,7
15794266,60,54.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,145303.52,0,Retained Customer,7
15753888,85,49.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,108004.64,1,Churned Customer,7
15671351,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15643188,75,45.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,114603.76,1,Churned Customer,14
15663917,55,52.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,92350.36,0,Retained Customer,7
15800688,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15663933,60,39.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,86147.46,1,Churned Customer,14
15716236,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15684419,30,52.0,Weak Retention,Inactive Member,High Product Load,High Product Load Risk,3,0.0,0,Retained Customer,21
15614520,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,148580.12,0,Retained Customer,7
15612139,55,37.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,83036.05,1,Churned Customer,7
15669011,70,43.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,23503.31,1,Churned Customer,7
15727198,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,64808.32,0,Retained Customer,14
15703037,50,35.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,0.0,1,Churned Customer,7
15723786,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15746986,50,40.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,97990.49,0,Retained Customer,14
15785290,40,36.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,0.0,0,Retained Customer,7
15666430,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15706128,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15627995,70,43.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,155143.52,1,Churned Customer,7
15626457,45,48.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,116234.61,0,Retained Customer,7
15612444,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15637235,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15694300,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15761525,60,44.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,96997.09,0,Retained Customer,14
15625761,50,35.0,Weak Retention,Inactive Member,High Product Load,High Product Load Risk,4,127205.32,1,Churned Customer,28
15806945,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,88594.14,0,Retained Customer,7
15794273,55,52.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,62732.65,0,Retained Customer,7
15653065,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15750755,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15790763,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15806486,35,44.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15771442,70,43.0,Weak Retention,Active Member,Single Product,At-Risk Premium,1,150578.0,1,Churned Customer,7
15722083,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15725302,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15626507,45,48.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,152283.39,0,Retained Customer,7
15654274,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15792305,70,53.0,Weak Retention,Active Member,High Product Load,High Product Load Risk,3,123571.77,1,Churned Customer,21
15603554,40,41.0,Weak Retention,Inactive Member,High Product Load,At-Risk Premium,3,164649.52,1,Churned Customer,21
15662574,45,38.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,115137.26,0,Retained Customer,7
15667462,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15793116,45,38.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,117304.29,0,Retained Customer,7
15592197,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15665811,60,54.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,141234.98,0,Retained Customer,7
15776124,55,52.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15766458,45,48.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,198113.86,0,Retained Customer,7
15753079,15,46.0,Weak Retention,Inactive Member,High Product Load,At-Risk Premium,3,0.0,0,Retained Customer,21
15617320,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,151709.33,0,Retained Customer,7
15677550,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15806407,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15665222,55,42.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,121161.57,0,Retained Customer,7
15675431,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15674720,85,49.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,123067.63,1,Churned Customer,7
15680399,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15669253,75,45.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,157691.98,1,Churned Customer,14
15773013,55,37.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,0.0,1,Churned Customer,7
15677908,40,46.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15752857,45,38.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,98443.14,0,Retained Customer,14
15623220,50,50.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15626414,45,48.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,98862.54,0,Retained Customer,7
15625905,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15760851,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15687218,60,54.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,79144.34,0,Retained Customer,7
15764021,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,61687.33,0,Retained Customer,14
15581388,55,52.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,145729.71,0,Retained Customer,7
15781451,60,54.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,134936.97,0,Retained Customer,14
15721019,50,50.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,110495.27,0,Retained Customer,7
15730657,60,54.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,82596.8,0,Retained Customer,7
15636820,55,42.0,Weak Retention,Inactive Member,Single Product,Inactive Single-Product Risk,1,104149.66,0,Retained Customer,7
15691874,60,54.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,125474.44,0,Retained Customer,7
15651144,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,150561.03,0,Retained Customer,14
15708693,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15643359,55,52.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15607629,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15656100,40,36.0,Weak Retention,Inactive Member,Single Product,At-Risk Premium,1,167962.7,0,Retained Customer,7
15674928,45,48.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,0.0,0,Retained Customer,14
15568834,65,46.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,125427.37,0,Retained Customer,14
15654372,55,52.0,Weak Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,94682.56,0,Retained Customer,14
15588695,65,41.0,Weak Retention,Active Member,Single Product,Standard Monitoring,1,0.0,1,Churned Customer,7
